,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20
Gene_80,2.3194709611597544,3.9090599590551465,5.944763351861731,4.967668588591694,9.877855202148872,1.3643975255673313,6.951445540475937,4.043187681042921,4.281996149256147,7.175977656581763,6.924361513243697,9.912559937021882,1.2839428945412523,1.0410964938416634,7.243388171287411,5.783869170064091,2.7416066655980584,0.794193689889866,0.8565824959643054,8.941908746641182
Gene_81,1.918673247187429,3.2337156211552074,2.26656402226988,3.5499630583193733,0.6942384274609337,5.190597909082704,0.676125635922149,8.003565078223616,2.3371208191043302,5.400119146045106,8.800790875614583,6.5087736904719415,5.329577865513353,3.243337531153756,3.330019130581979,6.694869551981901,9.941393612211675,6.618391898493786,5.577834173700249,7.306505102392461
Gene_82,4.652056122837181,0.6014234260078521,5.6229681587790985,9.576252845053801,1.7530294235765964,6.900048908206657,2.0093368865905648,5.3582768447308124,0.9667644964671962,4.503709362581851,7.561633288952461,3.4757152423898208,6.64911724487218,7.954499607897292,9.271778194794527,2.3464208185545354,3.993159158093081,1.5241601333041743,9.924835021583752,9.270009679242953
Gene_83,5.399571302805596,8.420332943764212,5.209579772720422,6.2358568800275975,0.8912443211601662,7.552704204968079,1.2771348363523483,8.260676302525283,7.820280876703859,7.087446977429765,0.36160380524762115,3.031283559453286,2.631125699108429,3.6013640747151907,0.8764274676383854,9.369578230310628,5.538022407123763,3.0552431065802352,3.969815170742834,4.472025405048356
Gene_84,6.005943333606173,5.156794276964978,9.193919732144174,4.969634829058302,9.921580148233126,8.514249577450958,2.085105143573358,9.305952146439163,1.163663978854761,8.174497084911916,3.806232934765801,8.779743204450694,8.680566901074503,8.059254001176212,7.900304363070614,3.046791390980408,0.8091928305125218,4.029801787651614,1.7352451498650867,6.9495108890246176
Gene_85,3.4609972653778556,9.756102008599148,6.40972077345332,8.224805636343609,1.3252467274184843,8.620144822726225,9.227571905133944,4.870619188189359,6.062529377509774,7.648098009029955,1.7483862726041255,5.0256607646344245,3.986630277723131,1.4637399216224911,3.6753442229153146,0.6817230938549357,0.25811906949486985,1.3516628915482276,9.631151115891738,5.49529535895017
Gene_86,9.6582216115322,4.32497878330132,3.1181613308525957,5.061418628402441,4.3951168863291015,1.0566468426174391,6.408263146902062,2.160381825095996,6.195879548978295,6.502010923981533,1.520248531286481,0.6134962711066816,7.807615860684399,4.5980042376932015,0.5816379550547579,9.948663171697671,0.5778056099636664,6.950352288585532,9.836789252634135,2.391801042159256
Gene_87,1.4224936868719618,1.213849394224289,3.0327514756759557,1.010458110106467,6.9216134169413195,0.6229179813006269,5.094221281497897,9.966968538529768,8.139702695060189,6.152194382310109,3.062536207866117,6.238958362916385,5.270414639116517,4.260833838903714,1.3071037674019947,8.866042152404667,4.497846488213225,1.9462251182076507,3.677593508772896,4.1412975252892705
Gene_88,8.275378955668742,7.336143805614021,7.693048936413398,0.11031264428647214,4.161539981797615,4.813441516353237,0.19192276823056686,2.598132087450342,7.60289823122135,1.3710970572899905,5.353101314525917,2.152018720172375,0.12120774643893273,2.412014575995415,9.758737549100537,8.015371118829895,9.595766443210334,4.878540439263625,1.097361986775035,5.47959488973693
Gene_89,4.543773345599609,8.44357082739616,0.9808258078424459,4.882411370217782,1.5004866469398426,3.2467592689005995,7.373570773877996,4.7601812936876655,3.7588828514576935,3.944762785700353,4.594467684059866,7.850165438370569,8.920846889402345,9.553346865039282,7.869033862552951,3.1540689574801273,6.881347060865421,4.376031240553919,2.5467062204605115,8.408715794259226
Gene_90,0.38426348962324997,9.017619921354235,4.614774646247342,6.3720147680828045,6.593539222057827,8.951177407065364,6.366696821672074,6.139335847600618,0.6665204056068996,5.18408021945204,1.5016900081704165,7.374337687214856,5.122219208126745,6.802277792083533,0.41672900602384266,0.8479201604580322,7.163233880626823,0.7208433599867337,0.712567277652586,0.1210847523488745
Gene_91,9.5650139829948,7.37508359459007,3.5325140850206416,2.9653558128765525,3.4970322974584955,7.746535311811819,6.613706110704144,1.8519556786746794,1.7410933533408435,0.9839564971339732,6.603027197013382,7.643726622217359,2.6504642832500402,0.20944961030912812,0.8217166747642735,9.678600348450304,2.9544477747742026,7.692231478381336,6.2466356885426375,3.8193963965289592
Gene_92,2.0568726219555513,1.2138641815940643,6.150129680388666,7.74633780637788,6.439042535411307,5.303021332491583,0.41951223431636264,9.684887775943839,7.987141916545745,2.928220367009647,9.799703293588507,6.018815896363221,5.824226582072464,7.4807317942953215,8.117697880901375,6.564786073315027,1.2809574636620003,3.382675059944984,9.280836403260498,2.2461561184385195
Gene_93,3.7216702383751334,4.32076882944196,4.394049896944522,6.129395824945255,9.430758377447075,2.40692711832505,1.2150137630091806,1.9747048985993731,8.869249002092696,6.458108126552061,2.859067892391601,8.159469389686173,8.61369996363436,8.465143386902781,9.189265336395545,2.522410201733616,7.550419287462783,4.6053949727414,8.419985528900614,7.284906771616132
Gene_94,7.764474464997246,6.561618376810715,1.7742876946970687,5.450269188969383,9.846697395245082,9.373880664971189,0.4317373579701167,1.6481481572943713,1.317287734545619,7.259799099852955,8.17785329856945,2.1351136631067194,5.05852692951829,8.407030280112,7.328015447662506,5.422372054918483,5.903476904587729,5.0836054691628,2.9754845131882055,5.650219928590161
Gene_95,6.888853020500907,8.733229158608077,6.362913539792481,7.61121537043158,1.60071634954573,4.6155747441978985,0.09331619827093296,2.46678864521623,7.264617151130048,9.918099513493635,0.9917809958721591,4.0149431586128825,8.000709686991595,2.0403563462889887,5.550849493022863,7.330712960296748,6.159854502601791,1.8802473461541613,3.553845686857394,7.837917844853973
Gene_96,5.542265141320167,0.052296135429127366,7.6099076002809385,0.3531135494023907,7.457337827312322,2.024805601652374,9.580734801193802,3.679407513020845,3.269316163380791,1.4888805033244468,3.0560421549021486,8.766507618282006,9.963343376272473,3.683095305068483,4.486106309545425,7.220709382027371,8.861957804650745,5.930443341867841,3.9152569817782936,4.126218408486237
Gene_97,6.956181464968068,0.032182636042786816,6.195893374598407,3.554930104413574,7.941973312770843,0.9299063982313216,5.882022669483905,4.809728898861238,6.423255259052274,0.6485359448296835,5.799837874281312,5.614845879595237,5.606600944161709,6.034876665964548,6.764679372263622,8.049889996807698,2.6982072012821434,8.250494101800621,4.982556822634536,0.7705827913433116
Gene_98,0.585509292439792,3.3423831869606078,7.8489697711146755,7.076809347409157,7.886149646724064,5.172690564416094,4.401989979554905,1.4745252670628395,3.2819275360931153,4.340193661738753,0.8860042967961723,2.2061195271121123,5.982252940637388,7.356631142391898,9.983475113929497,9.331133313435577,6.425651995351915,4.21248053294072,6.361773647082327,7.85651618080232
Gene_99,1.1833619092338732,4.099048896962882,8.398022856356173,3.83832951933044,5.718722712271865,5.877693608621982,1.8447625313363936,3.622354416522884,3.3451128874193214,0.26196708532064794,0.24191763891355245,8.316970436757735,2.7307080997281243,5.180787662388155,2.9872557358877305,9.406792451153406,2.5929675886577375,4.296568127389351,8.727302504846019,8.419335667918087
Gene_100,1.8610141784627732,8.026433097957105,4.581868867378926,4.829688720853552,1.3347997241594378,0.8060151375712465,7.279393069737652,4.964611523552998,4.3685070261517955,7.295082286523967,7.6551289899110975,1.5890816766935356,6.102251494776413,1.3535408227768553,7.513750860290457,6.569551562671395,9.56614621083458,0.6895801635642118,0.5705472115125432,2.8218707469320012
